id;slot_code;departure_time;arrival_time;buffer_minutes;sequence;active;created_at;updated_at;is_deleted;deleted_at;deleted_by;schedule_id
1549;SLOT_1517_2;08:42:00;10:01:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1517
1550;SLOT_1518_1;06:20:00;08:49:00;29;1;true;2025-10-30 23:43:54;;false;;\N;1518
1551;SLOT_1518_2;08:03:00;10:45:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1518
1552;SLOT_1518_3;10:27:00;12:40:00;19;3;true;2025-10-30 23:43:54;;false;;\N;1518
1553;SLOT_1518_4;12:07:00;14:09:00;21;4;true;2025-10-30 23:43:54;;false;;\N;1518
1554;SLOT_1519_1;06:43:00;08:47:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1519
1555;SLOT_1519_2;08:50:00;10:24:00;26;2;true;2025-10-30 23:43:54;;false;;\N;1519
1556;SLOT_1519_3;10:28:00;12:03:00;22;3;true;2025-10-30 23:43:54;;false;;\N;1519
1557;SLOT_1520_1;06:29:00;08:46:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1520
1558;SLOT_1520_2;08:15:00;10:04:00;17;2;true;2025-10-30 23:43:54;;false;;\N;1520
1559;SLOT_1520_3;10:28:00;12:04:00;28;3;true;2025-10-30 23:43:54;;false;;\N;1520
1560;SLOT_1520_4;12:46:00;14:59:00;30;4;true;2025-10-30 23:43:54;;false;;\N;1520
1561;SLOT_1521_1;06:56:00;08:01:00;19;1;true;2025-10-30 23:43:54;;false;;\N;1521
1562;SLOT_1521_2;08:37:00;10:24:00;20;2;true;2025-10-30 23:43:54;;false;;\N;1521
1563;SLOT_1521_3;10:23:00;12:55:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1521
1564;SLOT_1522_1;06:34:00;08:30:00;23;1;true;2025-10-30 23:43:54;;false;;\N;1522
1565;SLOT_1522_2;08:56:00;10:59:00;28;2;true;2025-10-30 23:43:54;;false;;\N;1522
1566;SLOT_1523_1;06:11:00;08:26:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1523
1567;SLOT_1523_2;08:28:00;10:55:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1523
1568;SLOT_1523_3;10:11:00;12:14:00;27;3;true;2025-10-30 23:43:54;;false;;\N;1523
1569;SLOT_1523_4;12:22:00;14:34:00;30;4;true;2025-10-30 23:43:54;;false;;\N;1523
1570;SLOT_1524_1;06:25:00;08:03:00;23;1;true;2025-10-30 23:43:54;;false;;\N;1524
1571;SLOT_1524_2;08:52:00;10:11:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1524
1572;SLOT_1525_1;06:33:00;08:45:00;15;1;true;2025-10-30 23:43:54;;false;;\N;1525
1573;SLOT_1525_2;08:42:00;10:28:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1525
1574;SLOT_1525_3;10:29:00;12:56:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1525
1575;SLOT_1525_4;12:57:00;14:36:00;23;4;true;2025-10-30 23:43:54;;false;;\N;1525
1576;SLOT_1526_1;06:59:00;08:10:00;19;1;true;2025-10-30 23:43:54;;false;;\N;1526
1577;SLOT_1526_2;08:53:00;10:39:00;24;2;true;2025-10-30 23:43:54;;false;;\N;1526
1578;SLOT_1527_1;06:32:00;08:21:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1527
1579;SLOT_1527_2;08:46:00;10:16:00;17;2;true;2025-10-30 23:43:54;;false;;\N;1527
1580;SLOT_1527_3;10:59:00;12:23:00;27;3;true;2025-10-30 23:43:54;;false;;\N;1527
1581;SLOT_1527_4;12:44:00;14:31:00;28;4;true;2025-10-30 23:43:54;;false;;\N;1527
1582;SLOT_1528_1;06:14:00;08:17:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1528
1583;SLOT_1528_2;08:11:00;10:43:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1528
1584;SLOT_1528_3;10:55:00;12:49:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1528
1585;SLOT_1529_1;06:03:00;08:33:00;25;1;true;2025-10-30 23:43:54;;false;;\N;1529
1586;SLOT_1529_2;08:11:00;10:38:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1529
1587;SLOT_1530_1;06:17:00;08:39:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1530
1588;SLOT_1530_2;08:44:00;10:18:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1530
1589;SLOT_1531_1;06:09:00;08:18:00;27;1;true;2025-10-30 23:43:54;;false;;\N;1531
1590;SLOT_1531_2;08:54:00;10:37:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1531
1591;SLOT_1531_3;10:19:00;12:51:00;22;3;true;2025-10-30 23:43:54;;false;;\N;1531
1592;SLOT_1531_4;12:49:00;14:25:00;24;4;true;2025-10-30 23:43:54;;false;;\N;1531
1593;SLOT_1532_1;06:46:00;08:18:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1532
1594;SLOT_1532_2;08:25:00;10:34:00;30;2;true;2025-10-30 23:43:54;;false;;\N;1532
1595;SLOT_1532_3;10:15:00;12:02:00;20;3;true;2025-10-30 23:43:54;;false;;\N;1532
1596;SLOT_1532_4;12:06:00;14:23:00;27;4;true;2025-10-30 23:43:54;;false;;\N;1532
1597;SLOT_1533_1;06:14:00;08:14:00;16;1;true;2025-10-30 23:43:54;;false;;\N;1533
1598;SLOT_1533_2;08:16:00;10:00:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1533
1599;SLOT_1533_3;10:45:00;12:30:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1533
1600;SLOT_1533_4;12:58:00;14:33:00;25;4;true;2025-10-30 23:43:54;;false;;\N;1533
1601;SLOT_1534_1;06:23:00;08:50:00;22;1;true;2025-10-30 23:43:54;;false;;\N;1534
1602;SLOT_1534_2;08:34:00;10:43:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1534
1603;SLOT_1534_3;10:11:00;12:04:00;29;3;true;2025-10-30 23:43:54;;false;;\N;1534
1604;SLOT_1535_1;06:29:00;08:59:00;29;1;true;2025-10-30 23:43:54;;false;;\N;1535
1605;SLOT_1535_2;08:43:00;10:30:00;17;2;true;2025-10-30 23:43:54;;false;;\N;1535
1606;SLOT_1535_3;10:28:00;12:59:00;30;3;true;2025-10-30 23:43:54;;false;;\N;1535
1607;SLOT_1536_1;06:59:00;08:12:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1536
1608;SLOT_1536_2;08:04:00;10:31:00;23;2;true;2025-10-30 23:43:54;;false;;\N;1536
1609;SLOT_1536_3;10:33:00;12:26:00;19;3;true;2025-10-30 23:43:54;;false;;\N;1536
1610;SLOT_1537_1;06:37:00;08:50:00;28;1;true;2025-10-30 23:43:54;;false;;\N;1537
1611;SLOT_1537_2;08:20:00;10:39:00;20;2;true;2025-10-30 23:43:54;;false;;\N;1537
1612;SLOT_1537_3;10:11:00;12:52:00;21;3;true;2025-10-30 23:43:54;;false;;\N;1537
1613;SLOT_1537_4;12:07:00;14:23:00;27;4;true;2025-10-30 23:43:54;;false;;\N;1537
1614;SLOT_1538_1;06:14:00;08:29:00;22;1;true;2025-10-30 23:43:54;;false;;\N;1538
1615;SLOT_1538_2;08:04:00;10:33:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1538
1616;SLOT_1539_1;06:07:00;08:39:00;25;1;true;2025-10-30 23:43:54;;false;;\N;1539
1617;SLOT_1539_2;08:07:00;10:07:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1539
1618;SLOT_1540_1;06:51:00;08:43:00;18;1;true;2025-10-30 23:43:54;;false;;\N;1540
1619;SLOT_1540_2;08:28:00;10:40:00;23;2;true;2025-10-30 23:43:54;;false;;\N;1540
1620;SLOT_1540_3;10:00:00;12:24:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1540
1621;SLOT_1540_4;12:49:00;14:05:00;21;4;true;2025-10-30 23:43:54;;false;;\N;1540
1622;SLOT_1541_1;06:55:00;08:17:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1541
1623;SLOT_1541_2;08:16:00;10:25:00;26;2;true;2025-10-30 23:43:54;;false;;\N;1541
1624;SLOT_1541_3;10:15:00;12:31:00;19;3;true;2025-10-30 23:43:54;;false;;\N;1541
1625;SLOT_1542_1;06:38:00;08:59:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1542
1626;SLOT_1542_2;08:21:00;10:04:00;25;2;true;2025-10-30 23:43:54;;false;;\N;1542
1627;SLOT_1542_3;10:53:00;12:49:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1542
1628;SLOT_1543_1;06:59:00;08:48:00;27;1;true;2025-10-30 23:43:54;;false;;\N;1543
1629;SLOT_1543_2;08:55:00;10:04:00;21;2;true;2025-10-30 23:43:54;;false;;\N;1543
1630;SLOT_1543_3;10:41:00;12:55:00;21;3;true;2025-10-30 23:43:54;;false;;\N;1543
1631;SLOT_1544_1;06:24:00;08:47:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1544
1632;SLOT_1544_2;08:54:00;10:58:00;17;2;true;2025-10-30 23:43:54;;false;;\N;1544
1633;SLOT_1544_3;10:02:00;12:31:00;30;3;true;2025-10-30 23:43:54;;false;;\N;1544
1634;SLOT_1545_1;06:24:00;08:51:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1545
1635;SLOT_1545_2;08:45:00;10:03:00;19;2;true;2025-10-30 23:43:54;;false;;\N;1545
1636;SLOT_1545_3;10:32:00;12:26:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1545
1637;SLOT_1545_4;12:54:00;14:01:00;27;4;true;2025-10-30 23:43:54;;false;;\N;1545
1638;SLOT_1546_1;06:41:00;08:33:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1546
1639;SLOT_1546_2;08:56:00;10:12:00;18;2;true;2025-10-30 23:43:54;;false;;\N;1546
1640;SLOT_1546_3;10:29:00;12:36:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1546
1641;SLOT_1547_1;06:42:00;08:59:00;25;1;true;2025-10-30 23:43:54;;false;;\N;1547
1642;SLOT_1547_2;08:51:00;10:18:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1547
1643;SLOT_1547_3;10:55:00;12:05:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1547
1644;SLOT_1547_4;12:50:00;14:39:00;16;4;true;2025-10-30 23:43:54;;false;;\N;1547
1645;SLOT_1548_1;06:33:00;08:26:00;22;1;true;2025-10-30 23:43:54;;false;;\N;1548
1646;SLOT_1548_2;08:44:00;10:43:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1548
1647;SLOT_1548_3;10:10:00;12:41:00;18;3;true;2025-10-30 23:43:54;;false;;\N;1548
1648;SLOT_1548_4;12:08:00;14:37:00;30;4;true;2025-10-30 23:43:54;;false;;\N;1548
1649;SLOT_1549_1;06:22:00;08:46:00;15;1;true;2025-10-30 23:43:54;;false;;\N;1549
1650;SLOT_1549_2;08:16:00;10:19:00;21;2;true;2025-10-30 23:43:54;;false;;\N;1549
1651;SLOT_1549_3;10:15:00;12:18:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1549
1652;SLOT_1549_4;12:49:00;14:29:00;27;4;true;2025-10-30 23:43:54;;false;;\N;1549
1653;SLOT_1550_1;06:35:00;08:34:00;28;1;true;2025-10-30 23:43:54;;false;;\N;1550
1654;SLOT_1550_2;08:20:00;10:30:00;24;2;true;2025-10-30 23:43:54;;false;;\N;1550
1655;SLOT_1550_3;10:09:00;12:52:00;15;3;true;2025-10-30 23:43:54;;false;;\N;1550
1656;SLOT_1550_4;12:32:00;14:25:00;18;4;true;2025-10-30 23:43:54;;false;;\N;1550
1657;SLOT_1551_1;06:31:00;08:21:00;18;1;true;2025-10-30 23:43:54;;false;;\N;1551
1658;SLOT_1551_2;08:25:00;10:09:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1551
1659;SLOT_1551_3;10:07:00;12:33:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1551
1660;SLOT_1551_4;12:32:00;14:07:00;30;4;true;2025-10-30 23:43:54;;false;;\N;1551
1661;SLOT_1552_1;06:26:00;08:50:00;22;1;true;2025-10-30 23:43:54;;false;;\N;1552
1662;SLOT_1552_2;08:56:00;10:06:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1552
1663;SLOT_1553_1;06:16:00;08:28:00;15;1;true;2025-10-30 23:43:54;;false;;\N;1553
1664;SLOT_1553_2;08:58:00;10:57:00;18;2;true;2025-10-30 23:43:54;;false;;\N;1553
1665;SLOT_1553_3;10:12:00;12:57:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1553
1666;SLOT_1554_1;06:48:00;08:11:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1554
1667;SLOT_1554_2;08:58:00;10:41:00;24;2;true;2025-10-30 23:43:54;;false;;\N;1554
1668;SLOT_1554_3;10:06:00;12:19:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1554
1669;SLOT_1554_4;12:35:00;14:39:00;16;4;true;2025-10-30 23:43:54;;false;;\N;1554
1670;SLOT_1555_1;06:14:00;08:09:00;23;1;true;2025-10-30 23:43:54;;false;;\N;1555
1671;SLOT_1555_2;08:07:00;10:16:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1555
1672;SLOT_1555_3;10:28:00;12:54:00;27;3;true;2025-10-30 23:43:54;;false;;\N;1555
1673;SLOT_1556_1;06:47:00;08:52:00;16;1;true;2025-10-30 23:43:54;;false;;\N;1556
1674;SLOT_1556_2;08:02:00;10:48:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1556
1675;SLOT_1556_3;10:59:00;12:32:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1556
1676;SLOT_1556_4;12:20:00;14:46:00;25;4;true;2025-10-30 23:43:54;;false;;\N;1556
1677;SLOT_1557_1;06:35:00;08:15:00;22;1;true;2025-10-30 23:43:54;;false;;\N;1557
1678;SLOT_1557_2;08:15:00;10:49:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1557
1679;SLOT_1558_1;06:30:00;08:58:00;18;1;true;2025-10-30 23:43:54;;false;;\N;1558
1680;SLOT_1558_2;08:31:00;10:33:00;30;2;true;2025-10-30 23:43:54;;false;;\N;1558
1681;SLOT_1558_3;10:06:00;12:06:00;15;3;true;2025-10-30 23:43:54;;false;;\N;1558
1682;SLOT_1559_1;06:22:00;08:54:00;27;1;true;2025-10-30 23:43:54;;false;;\N;1559
1683;SLOT_1559_2;08:03:00;10:34:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1559
1684;SLOT_1559_3;10:52:00;12:51:00;29;3;true;2025-10-30 23:43:54;;false;;\N;1559
1685;SLOT_1560_1;06:08:00;08:26:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1560
1686;SLOT_1560_2;08:37:00;10:36:00;26;2;true;2025-10-30 23:43:54;;false;;\N;1560
1687;SLOT_1561_1;06:02:00;08:12:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1561
1688;SLOT_1561_2;08:24:00;10:15:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1561
1689;SLOT_1561_3;10:32:00;12:19:00;15;3;true;2025-10-30 23:43:54;;false;;\N;1561
1690;SLOT_1562_1;06:44:00;08:25:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1562
1691;SLOT_1562_2;08:46:00;10:43:00;21;2;true;2025-10-30 23:43:54;;false;;\N;1562
1692;SLOT_1562_3;10:38:00;12:50:00;24;3;true;2025-10-30 23:43:54;;false;;\N;1562
1693;SLOT_1562_4;12:37:00;14:31:00;26;4;true;2025-10-30 23:43:54;;false;;\N;1562
1694;SLOT_1563_1;06:27:00;08:38:00;19;1;true;2025-10-30 23:43:54;;false;;\N;1563
1695;SLOT_1563_2;08:10:00;10:43:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1563
1696;SLOT_1563_3;10:45:00;12:57:00;18;3;true;2025-10-30 23:43:54;;false;;\N;1563
1697;SLOT_1563_4;12:34:00;14:10:00;15;4;true;2025-10-30 23:43:54;;false;;\N;1563
1698;SLOT_1564_1;06:49:00;08:54:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1564
1699;SLOT_1564_2;08:42:00;10:53:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1564
1700;SLOT_1564_3;10:37:00;12:27:00;15;3;true;2025-10-30 23:43:54;;false;;\N;1564
1701;SLOT_1564_4;12:09:00;14:08:00;26;4;true;2025-10-30 23:43:54;;false;;\N;1564
1702;SLOT_1565_1;06:06:00;08:24:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1565
1703;SLOT_1565_2;08:07:00;10:12:00;28;2;true;2025-10-30 23:43:54;;false;;\N;1565
1704;SLOT_1565_3;10:32:00;12:27:00;21;3;true;2025-10-30 23:43:54;;false;;\N;1565
1705;SLOT_1565_4;12:52:00;14:53:00;19;4;true;2025-10-30 23:43:54;;false;;\N;1565
1706;SLOT_1566_1;06:14:00;08:15:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1566
1707;SLOT_1566_2;08:29:00;10:00:00;23;2;true;2025-10-30 23:43:54;;false;;\N;1566
1708;SLOT_1567_1;06:50:00;08:31:00;29;1;true;2025-10-30 23:43:54;;false;;\N;1567
1709;SLOT_1567_2;08:05:00;10:18:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1567
1710;SLOT_1567_3;10:37:00;12:29:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1567
1711;SLOT_1567_4;12:46:00;14:46:00;30;4;true;2025-10-30 23:43:54;;false;;\N;1567
1712;SLOT_1568_1;06:02:00;08:31:00;25;1;true;2025-10-30 23:43:54;;false;;\N;1568
1713;SLOT_1568_2;08:12:00;10:01:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1568
1714;SLOT_1568_3;10:34:00;12:18:00;18;3;true;2025-10-30 23:43:54;;false;;\N;1568
1715;SLOT_1569_1;06:06:00;08:58:00;23;1;true;2025-10-30 23:43:54;;false;;\N;1569
1716;SLOT_1569_2;08:43:00;10:27:00;18;2;true;2025-10-30 23:43:54;;false;;\N;1569
1717;SLOT_1569_3;10:46:00;12:16:00;30;3;true;2025-10-30 23:43:54;;false;;\N;1569
1718;SLOT_1570_1;06:43:00;08:05:00;30;1;true;2025-10-30 23:43:54;;false;;\N;1570
1719;SLOT_1570_2;08:38:00;10:24:00;20;2;true;2025-10-30 23:43:54;;false;;\N;1570
1720;SLOT_1570_3;10:15:00;12:05:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1570
1721;SLOT_1571_1;06:01:00;08:03:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1571
1722;SLOT_1571_2;08:42:00;10:44:00;18;2;true;2025-10-30 23:43:54;;false;;\N;1571
1723;SLOT_1571_3;10:24:00;12:02:00;22;3;true;2025-10-30 23:43:54;;false;;\N;1571
1724;SLOT_1571_4;12:02:00;14:12:00;30;4;true;2025-10-30 23:43:54;;false;;\N;1571
1725;SLOT_1572_1;06:38:00;08:26:00;26;1;true;2025-10-30 23:43:54;;false;;\N;1572
1726;SLOT_1572_2;08:58:00;10:41:00;28;2;true;2025-10-30 23:43:54;;false;;\N;1572
1727;SLOT_1572_3;10:13:00;12:11:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1572
1728;SLOT_1572_4;12:34:00;14:53:00;20;4;true;2025-10-30 23:43:54;;false;;\N;1572
1729;SLOT_1573_1;06:56:00;08:15:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1573
1730;SLOT_1573_2;08:14:00;10:21:00;25;2;true;2025-10-30 23:43:54;;false;;\N;1573
1731;SLOT_1574_1;06:03:00;08:19:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1574
1732;SLOT_1574_2;08:38:00;10:24:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1574
1733;SLOT_1574_3;10:38:00;12:09:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1574
1734;SLOT_1574_4;12:43:00;14:40:00;23;4;true;2025-10-30 23:43:54;;false;;\N;1574
1735;SLOT_1575_1;06:57:00;08:09:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1575
1736;SLOT_1575_2;08:27:00;10:05:00;21;2;true;2025-10-30 23:43:54;;false;;\N;1575
1737;SLOT_1575_3;10:29:00;12:01:00;24;3;true;2025-10-30 23:43:54;;false;;\N;1575
1738;SLOT_1576_1;06:07:00;08:44:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1576
1739;SLOT_1576_2;08:06:00;10:22:00;28;2;true;2025-10-30 23:43:54;;false;;\N;1576
1740;SLOT_1576_3;10:27:00;12:25:00;23;3;true;2025-10-30 23:43:54;;false;;\N;1576
1741;SLOT_1577_1;06:59:00;08:59:00;15;1;true;2025-10-30 23:43:54;;false;;\N;1577
1742;SLOT_1577_2;08:29:00;10:23:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1577
1743;SLOT_1577_3;10:48:00;12:59:00;16;3;true;2025-10-30 23:43:54;;false;;\N;1577
1744;SLOT_1577_4;12:07:00;14:10:00;24;4;true;2025-10-30 23:43:54;;false;;\N;1577
1745;SLOT_1578_1;06:43:00;08:00:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1578
1746;SLOT_1578_2;08:47:00;10:32:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1578
1747;SLOT_1579_1;06:31:00;08:10:00;17;1;true;2025-10-30 23:43:54;;false;;\N;1579
1748;SLOT_1579_2;08:26:00;10:50:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1579
1749;SLOT_1579_3;10:51:00;12:24:00;28;3;true;2025-10-30 23:43:54;;false;;\N;1579
1750;SLOT_1580_1;06:54:00;08:53:00;16;1;true;2025-10-30 23:43:54;;false;;\N;1580
1751;SLOT_1580_2;08:50:00;10:39:00;23;2;true;2025-10-30 23:43:54;;false;;\N;1580
1752;SLOT_1580_3;10:06:00;12:38:00;18;3;true;2025-10-30 23:43:54;;false;;\N;1580
1753;SLOT_1581_1;06:19:00;08:27:00;30;1;true;2025-10-30 23:43:54;;false;;\N;1581
1754;SLOT_1581_2;08:48:00;10:03:00;24;2;true;2025-10-30 23:43:54;;false;;\N;1581
1755;SLOT_1581_3;10:37:00;12:33:00;29;3;true;2025-10-30 23:43:54;;false;;\N;1581
